* Sea-Bird SBE37 Data File:
* FileName = C:\BOEM\SB37\BOEMTest1_062923_063023\SB37_BOEMtest1.0.asc
* Software Version 1.59
* Temperature SN = 1308
* Conductivity SN = 1308
* System UpLoad Time = Jun 30 2023 14:31:26
** BOEMTest1
* ds
* SBE37-SM V 2.6b  SERIAL NO. 1308    30 Jun 2023  14:30:51
* not logging: received stop command
* sample interval = 60 seconds
* samplenumber = 1705, free = 188945
* do not transmit real-time data
* output salinity with each sample
* do not output sound velocity with each sample
* store time with each sample
* number of samples to average = 1
* serial sync mode disabled
* wait time after serial sync sampling = 30 seconds
* internal pump is installed
* temperature = 25.75 deg C

* S>
* SBE37-SM V 2.6b  1308
* temperature:  09-jan-14
*     TA0 = -1.041479e-04
*     TA1 = 3.070688e-04
*     TA2 = -4.447841e-06
*     TA3 = 1.996867e-07
* conductivity:  09-jan-14
*     G = -1.052229e+00
*     H = 1.583344e-01
*     I = -3.976814e-05
*     J = 3.120246e-05
*     CPCOR = -9.570000e-08
*     CTCOR = 3.250000e-06
*     WBOTC = -2.976320e-05
* pressure S/N 3804072, range = 160 psia:  06-jan-14
*     PA0 = -1.023833e-01
*     PA1 = 6.955435e-03
*     PA2 = -1.840500e-09
*     PTCA0 = 8.236864e+01
*     PTCA1 = -7.817787e-01
*     PTCA2 = 4.657767e-03
*     PTCSB0 = 2.503525e+01
*     PTCSB1 = -5.500000e-04
*     PTCSB2 = 0.000000e+00
*     POFFSET = 0.000000e+00
* rtc:  09-jan-14
*     RTCA0 = 1.000002e+00
*     RTCA1 = 1.631725e-06
*     RTCA2 = -3.431964e-08

* S> 
*END*
start time =  29 Jun 2023  10:00:01
sample interval = 60 seconds
start sample number = 1
 26.4308, 5.55348,   15.615,  35.6923, 29 Jun 2023, 19:29:01
 26.4306, 5.55342,   15.698,  35.6920, 29 Jun 2023, 19:30:01
 26.4308, 5.55338,   15.480,  35.6916, 29 Jun 2023, 19:31:01
 26.4306, 5.55338,   15.611,  35.6917, 29 Jun 2023, 19:32:01
 26.4299, 5.55338,   15.683,  35.6922, 29 Jun 2023, 19:33:01
 26.4302, 5.55333,   15.539,  35.6917, 29 Jun 2023, 19:34:01
 26.4287, 5.55331,   15.552,  35.6927, 29 Jun 2023, 19:35:01
 26.4283, 5.55327,   15.628,  35.6927, 29 Jun 2023, 19:36:01
 26.4277, 5.55322,   15.604,  35.6928, 29 Jun 2023, 19:37:01
 26.4305, 5.55322,   15.575,  35.6906, 29 Jun 2023, 19:38:01
 26.4285, 5.55322,   15.664,  35.6921, 29 Jun 2023, 19:39:01
 26.4283, 5.55318,   15.423,  35.6921, 29 Jun 2023, 19:40:01
 26.4277, 5.55319,   15.764,  35.6925, 29 Jun 2023, 19:41:01
 26.4293, 5.55317,   15.646,  35.6912, 29 Jun 2023, 19:42:01
 26.4276, 5.55315,   15.635,  35.6923, 29 Jun 2023, 19:43:01
 26.4287, 5.55315,   15.541,  35.6915, 29 Jun 2023, 19:44:01
 26.4279, 5.55315,   15.529,  35.6921, 29 Jun 2023, 19:45:01
 26.4283, 5.55317,   15.678,  35.6919, 29 Jun 2023, 19:46:01
 26.4260, 5.55313,   15.773,  35.6934, 29 Jun 2023, 19:47:01
 26.4274, 5.55315,   15.694,  35.6925, 29 Jun 2023, 19:48:01
 26.4271, 5.55311,   15.539,  35.6925, 29 Jun 2023, 19:49:01
 26.4279, 5.55311,   15.579,  35.6918, 29 Jun 2023, 19:50:01
 26.4262, 5.55308,   15.460,  35.6930, 29 Jun 2023, 19:51:01
 26.4267, 5.55306,   15.753,  35.6923, 29 Jun 2023, 19:52:01
 26.4255, 5.55308,   15.629,  35.6935, 29 Jun 2023, 19:53:01
 26.4255, 5.55304,   15.493,  35.6932, 29 Jun 2023, 19:54:01
 26.4246, 5.55300,   15.491,  35.6936, 29 Jun 2023, 19:55:01
 26.4248, 5.55302,   15.593,  35.6936, 29 Jun 2023, 19:56:01
 26.4254, 5.55300,   15.583,  35.6930, 29 Jun 2023, 19:57:01
 26.4240, 5.55299,   15.604,  35.6940, 29 Jun 2023, 19:58:01
 26.4239, 5.55297,   15.457,  35.6940, 29 Jun 2023, 19:59:01
 26.4241, 5.55295,   15.512,  35.6936, 29 Jun 2023, 20:00:01
 26.4230, 5.55291,   15.500,  35.6942, 29 Jun 2023, 20:01:01
 26.4229, 5.55291,   15.446,  35.6943, 29 Jun 2023, 20:02:01
 26.4223, 5.55288,   15.597,  35.6945, 29 Jun 2023, 20:03:01
 26.4236, 5.55288,   15.601,  35.6935, 29 Jun 2023, 20:04:01
 26.4231, 5.55286,   15.620,  35.6937, 29 Jun 2023, 20:05:01
 26.4226, 5.55281,   15.548,  35.6938, 29 Jun 2023, 20:06:01
 26.4229, 5.55275,   15.437,  35.6931, 29 Jun 2023, 20:07:01
 26.4230, 5.55284,   15.680,  35.6936, 29 Jun 2023, 20:08:01
 26.4225, 5.55281,   15.421,  35.6939, 29 Jun 2023, 20:09:01
 26.4229, 5.55284,   15.538,  35.6938, 29 Jun 2023, 20:10:01
 26.4236, 5.55282,   15.363,  35.6931, 29 Jun 2023, 20:11:01
 26.4232, 5.55286,   15.307,  35.6938, 29 Jun 2023, 20:12:01
 26.4235, 5.55290,   15.444,  35.6938, 29 Jun 2023, 20:13:01
 26.4222, 5.55288,   15.387,  35.6946, 29 Jun 2023, 20:14:01
 26.4223, 5.55290,   15.387,  35.6947, 29 Jun 2023, 20:15:01
 26.4227, 5.55290,   15.507,  35.6944, 29 Jun 2023, 20:16:01
 26.4224, 5.55290,   15.428,  35.6946, 29 Jun 2023, 20:17:01
 26.4210, 5.55288,   15.485,  35.6955, 29 Jun 2023, 20:18:01
 26.4208, 5.55282,   15.543,  35.6952, 29 Jun 2023, 20:19:01
 26.4202, 5.55281,   15.460,  35.6957, 29 Jun 2023, 20:20:01
 26.4193, 5.55281,   15.424,  35.6964, 29 Jun 2023, 20:21:01
 26.4192, 5.55278,   15.496,  35.6962, 29 Jun 2023, 20:22:01
 26.4182, 5.55270,   15.329,  35.6965, 29 Jun 2023, 20:23:01
 26.4192, 5.55266,   15.311,  35.6954, 29 Jun 2023, 20:24:01
 26.4195, 5.55270,   15.369,  35.6954, 29 Jun 2023, 20:25:01
 26.4191, 5.55270,   15.423,  35.6957, 29 Jun 2023, 20:26:01
 26.4184, 5.55266,   15.408,  35.6960, 29 Jun 2023, 20:27:01
 26.4187, 5.55268,   15.379,  35.6959, 29 Jun 2023, 20:28:01
 26.4195, 5.55270,   15.360,  35.6954, 29 Jun 2023, 20:29:01
 26.4193, 5.55268,   15.237,  35.6955, 29 Jun 2023, 20:30:01
 26.4182, 5.55266,   15.424,  35.6961, 29 Jun 2023, 20:31:01
 26.4182, 5.55264,   15.406,  35.6960, 29 Jun 2023, 20:32:01
 26.4181, 5.55261,   15.437,  35.6958, 29 Jun 2023, 20:33:01
 26.4176, 5.55261,   15.343,  35.6963, 29 Jun 2023, 20:34:01
 26.4177, 5.55262,   15.423,  35.6962, 29 Jun 2023, 20:35:01
 26.4168, 5.55255,   15.268,  35.6965, 29 Jun 2023, 20:36:01
 26.4159, 5.55259,   15.311,  35.6974, 29 Jun 2023, 20:37:01
 26.4165, 5.55257,   15.370,  35.6968, 29 Jun 2023, 20:38:01
 26.4179, 5.55255,   15.273,  35.6956, 29 Jun 2023, 20:39:01
 26.4164, 5.55255,   15.275,  35.6968, 29 Jun 2023, 20:40:01
 26.4165, 5.55253,   15.455,  35.6965, 29 Jun 2023, 20:41:01
 26.4156, 5.55251,   15.324,  35.6971, 29 Jun 2023, 20:42:01
 26.4146, 5.55250,   15.503,  35.6977, 29 Jun 2023, 20:43:01
 26.4152, 5.55246,   15.379,  35.6970, 29 Jun 2023, 20:44:01
 26.4144, 5.55244,   15.352,  35.6975, 29 Jun 2023, 20:45:01
 26.4149, 5.55250,   15.342,  35.6976, 29 Jun 2023, 20:46:01
 26.4148, 5.55246,   15.361,  35.6974, 29 Jun 2023, 20:47:01
 26.4143, 5.55241,   15.338,  35.6974, 29 Jun 2023, 20:48:01
 26.4142, 5.55241,   15.200,  35.6975, 29 Jun 2023, 20:49:01
 26.4131, 5.55239,   15.250,  35.6982, 29 Jun 2023, 20:50:01
 26.4145, 5.55241,   15.239,  35.6973, 29 Jun 2023, 20:51:01
 26.4134, 5.55239,   15.259,  35.6980, 29 Jun 2023, 20:52:01
 26.4136, 5.55239,   15.307,  35.6978, 29 Jun 2023, 20:53:01
 26.4127, 5.55235,   15.275,  35.6982, 29 Jun 2023, 20:54:01
 26.4125, 5.55233,   15.264,  35.6982, 29 Jun 2023, 20:55:01
 26.4127, 5.55235,   15.331,  35.6982, 29 Jun 2023, 20:56:01
 26.4132, 5.55233,   15.338,  35.6977, 29 Jun 2023, 20:57:01
 26.4128, 5.55232,   15.358,  35.6979, 29 Jun 2023, 20:58:01
 26.4136, 5.55230,   15.331,  35.6971, 29 Jun 2023, 20:59:01
 26.4131, 5.55232,   15.311,  35.6977, 29 Jun 2023, 21:00:01
 26.4118, 5.55228,   15.182,  35.6984, 29 Jun 2023, 21:01:01
 26.4125, 5.55228,   14.993,  35.6979, 29 Jun 2023, 21:02:01
 26.4127, 5.55226,   15.187,  35.6976, 29 Jun 2023, 21:03:01
 26.4113, 5.55224,   15.282,  35.6985, 29 Jun 2023, 21:04:01
 26.4120, 5.55228,   15.428,  35.6982, 29 Jun 2023, 21:05:01
 26.4122, 5.55226,   15.327,  35.6979, 29 Jun 2023, 21:06:01
 26.4114, 5.55222,   15.203,  35.6983, 29 Jun 2023, 21:07:01
 26.4112, 5.55224,   15.200,  35.6986, 29 Jun 2023, 21:08:01
 26.4107, 5.55219,   15.379,  35.6986, 29 Jun 2023, 21:09:01
 26.4109, 5.55213,   15.209,  35.6980, 29 Jun 2023, 21:10:01
 26.4112, 5.55211,   15.243,  35.6976, 29 Jun 2023, 21:11:01
 26.4111, 5.55221,   15.318,  35.6984, 29 Jun 2023, 21:12:01
 26.4115, 5.55219,   15.288,  35.6980, 29 Jun 2023, 21:13:01
 26.4115, 5.55219,   15.311,  35.6980, 29 Jun 2023, 21:14:01
 26.4092, 5.55219,   15.396,  35.6997, 29 Jun 2023, 21:15:01
 26.4098, 5.55212,   15.180,  35.6988, 29 Jun 2023, 21:16:01
 26.4107, 5.55212,   15.351,  35.6981, 29 Jun 2023, 21:17:01
 26.4094, 5.55211,   15.099,  35.6991, 29 Jun 2023, 21:18:01
 26.4097, 5.55212,   15.327,  35.6988, 29 Jun 2023, 21:19:01
 26.4099, 5.55212,   15.210,  35.6987, 29 Jun 2023, 21:20:01
 26.4113, 5.55208,   15.039,  35.6974, 29 Jun 2023, 21:21:01
 26.4106, 5.55210,   15.056,  35.6981, 29 Jun 2023, 21:22:01
 26.4092, 5.55208,   14.995,  35.6991, 29 Jun 2023, 21:23:01
 26.4086, 5.55208,   15.201,  35.6995, 29 Jun 2023, 21:24:01
 26.4088, 5.55206,   15.284,  35.6991, 29 Jun 2023, 21:25:01
 26.4091, 5.55204,   15.153,  35.6988, 29 Jun 2023, 21:26:01
 26.4097, 5.55206,   15.313,  35.6984, 29 Jun 2023, 21:27:01
 26.4092, 5.55203,   15.336,  35.6986, 29 Jun 2023, 21:28:01
 26.4087, 5.55204,   15.192,  35.6991, 29 Jun 2023, 21:29:01
 26.4084, 5.55200,   15.101,  35.6991, 29 Jun 2023, 21:30:01
 26.4082, 5.55200,   15.183,  35.6992, 29 Jun 2023, 21:31:01
 26.4073, 5.55199,   15.187,  35.6998, 29 Jun 2023, 21:32:01
 26.4080, 5.55197,   15.088,  35.6991, 29 Jun 2023, 21:33:01
 26.4071, 5.55195,   15.065,  35.6997, 29 Jun 2023, 21:34:01
 26.4085, 5.55195,   15.068,  35.6986, 29 Jun 2023, 21:35:01
 26.4063, 5.55195,   15.198,  35.7003, 29 Jun 2023, 21:36:01
 26.4068, 5.55194,   15.029,  35.6999, 29 Jun 2023, 21:37:01
 26.4064, 5.55192,   15.113,  35.7000, 29 Jun 2023, 21:38:01
 26.4059, 5.55188,   15.189,  35.7001, 29 Jun 2023, 21:39:01
 26.4071, 5.55188,   15.210,  35.6992, 29 Jun 2023, 21:40:01
 26.4063, 5.55184,   14.986,  35.6996, 29 Jun 2023, 21:41:01
 26.4074, 5.55186,   15.189,  35.6988, 29 Jun 2023, 21:42:01
 26.4066, 5.55183,   15.095,  35.6992, 29 Jun 2023, 21:43:01
 26.4059, 5.55181,   15.093,  35.6996, 29 Jun 2023, 21:44:01
 26.4055, 5.55177,   15.036,  35.6997, 29 Jun 2023, 21:45:01
 26.4042, 5.55175,   15.007,  35.7005, 29 Jun 2023, 21:46:01
 26.4048, 5.55174,   15.086,  35.7000, 29 Jun 2023, 21:47:01
 26.4068, 5.55174,   15.048,  35.6984, 29 Jun 2023, 21:48:01
 26.4045, 5.55177,   15.210,  35.7004, 29 Jun 2023, 21:49:01
 26.4045, 5.55177,   15.014,  35.7004, 29 Jun 2023, 21:50:01
 26.4050, 5.55177,   15.065,  35.7000, 29 Jun 2023, 21:51:01
 26.4039, 5.55175,   15.039,  35.7008, 29 Jun 2023, 21:52:01
 26.4062, 5.55174,   15.147,  35.6989, 29 Jun 2023, 21:53:01
 26.4059, 5.55182,   15.070,  35.6997, 29 Jun 2023, 21:54:01
 26.4061, 5.55183,   15.075,  35.6996, 29 Jun 2023, 21:55:01
 26.4049, 5.55184,   14.998,  35.7006, 29 Jun 2023, 21:56:01
 26.4048, 5.55184,   15.131,  35.7007, 29 Jun 2023, 21:57:01
 26.4082, 5.55192,   15.111,  35.6986, 29 Jun 2023, 21:58:01
 26.4055, 5.55194,   14.962,  35.7009, 29 Jun 2023, 21:59:01
 26.4069, 5.55205,   15.119,  35.7006, 29 Jun 2023, 22:00:01
 26.4065, 5.55212,   15.101,  35.7014, 29 Jun 2023, 22:01:01
 26.4056, 5.55205,   15.189,  35.7016, 29 Jun 2023, 22:02:01
 26.4066, 5.55206,   14.953,  35.7009, 29 Jun 2023, 22:03:01
 26.4050, 5.55201,   15.097,  35.7018, 29 Jun 2023, 22:04:01
 26.4045, 5.55201,   15.084,  35.7022, 29 Jun 2023, 22:05:01
 26.4058, 5.55204,   15.180,  35.7013, 29 Jun 2023, 22:06:01
 26.4055, 5.55201,   15.023,  35.7014, 29 Jun 2023, 22:07:01
 26.4048, 5.55201,   15.038,  35.7019, 29 Jun 2023, 22:08:01
 26.4042, 5.55199,   15.002,  35.7023, 29 Jun 2023, 22:09:01
 26.4037, 5.55196,   15.079,  35.7024, 29 Jun 2023, 22:10:01
 26.4045, 5.55203,   14.946,  35.7023, 29 Jun 2023, 22:11:01
 26.4030, 5.55201,   15.124,  35.7033, 29 Jun 2023, 22:12:01
 26.4033, 5.55199,   15.036,  35.7030, 29 Jun 2023, 22:13:01
 26.4024, 5.55196,   14.941,  35.7035, 29 Jun 2023, 22:14:01
 26.4027, 5.55196,   15.086,  35.7032, 29 Jun 2023, 22:15:01
 26.4023, 5.55194,   14.840,  35.7034, 29 Jun 2023, 22:16:01
 26.4025, 5.55196,   15.045,  35.7034, 29 Jun 2023, 22:17:01
 26.4023, 5.55197,   14.874,  35.7036, 29 Jun 2023, 22:18:01
 26.4016, 5.55199,   15.066,  35.7043, 29 Jun 2023, 22:19:01
 26.3990, 5.55196,   15.074,  35.7061, 29 Jun 2023, 22:20:01
 26.3980, 5.55192,   15.102,  35.7065, 29 Jun 2023, 22:21:01
 26.3977, 5.55181,   14.833,  35.7061, 29 Jun 2023, 22:22:01
 26.3972, 5.55176,   15.075,  35.7060, 29 Jun 2023, 22:23:01
 26.3947, 5.55167,   15.180,  35.7073, 29 Jun 2023, 22:24:01
 26.3941, 5.55154,   14.939,  35.7069, 29 Jun 2023, 22:25:01
 26.3933, 5.55145,   15.066,  35.7068, 29 Jun 2023, 22:26:01
 26.3916, 5.55132,   15.022,  35.7072, 29 Jun 2023, 22:27:01
 26.3873, 5.55101,   14.987,  35.7083, 29 Jun 2023, 22:28:01
 26.3880, 5.55083,   15.115,  35.7064, 29 Jun 2023, 22:29:01
 26.3873, 5.55070,   15.117,  35.7060, 29 Jun 2023, 22:30:01
 26.3866, 5.55056,   15.095,  35.7055, 29 Jun 2023, 22:31:01
 26.3867, 5.55043,   14.933,  35.7046, 29 Jun 2023, 22:32:01
 26.3850, 5.55034,   15.031,  35.7052, 29 Jun 2023, 22:33:01
 26.3866, 5.55031,   14.906,  35.7038, 29 Jun 2023, 22:34:01
 26.3862, 5.55031,   14.975,  35.7041, 29 Jun 2023, 22:35:01
 26.3860, 5.55027,   14.858,  35.7040, 29 Jun 2023, 22:36:01
 26.3837, 5.55023,   15.066,  35.7054, 29 Jun 2023, 22:37:01
 26.3835, 5.55018,   15.005,  35.7052, 29 Jun 2023, 22:38:01
 26.3830, 5.55005,   14.915,  35.7047, 29 Jun 2023, 22:39:01
 26.3814, 5.54993,   14.820,  35.7051, 29 Jun 2023, 22:40:01
 26.3786, 5.54976,   14.964,  35.7060, 29 Jun 2023, 22:41:01
 26.3786, 5.54956,   14.890,  35.7046, 29 Jun 2023, 22:42:01
 26.3760, 5.54938,   14.995,  35.7052, 29 Jun 2023, 22:43:01
 26.3762, 5.54928,   15.047,  35.7043, 29 Jun 2023, 22:44:01
 26.3766, 5.54918,   14.908,  35.7033, 29 Jun 2023, 22:45:01
 26.3747, 5.54904,   14.698,  35.7039, 29 Jun 2023, 22:46:01
 26.3746, 5.54899,   15.050,  35.7035, 29 Jun 2023, 22:47:01
 26.3738, 5.54893,   15.097,  35.7036, 29 Jun 2023, 22:48:01
 26.3749, 5.54891,   15.036,  35.7027, 29 Jun 2023, 22:49:01
 26.3728, 5.54886,   14.833,  35.7040, 29 Jun 2023, 22:50:01
 26.3718, 5.54877,   14.957,  35.7041, 29 Jun 2023, 22:51:01
 26.3726, 5.54873,   14.978,  35.7032, 29 Jun 2023, 22:52:01
 26.3719, 5.54862,   15.032,  35.7029, 29 Jun 2023, 22:53:01
 26.3715, 5.54857,   14.834,  35.7029, 29 Jun 2023, 22:54:01
 26.3702, 5.54850,   15.000,  35.7033, 29 Jun 2023, 22:55:01
 26.3695, 5.54842,   14.806,  35.7034, 29 Jun 2023, 22:56:01
 26.3696, 5.54839,   14.928,  35.7030, 29 Jun 2023, 22:57:01
 26.3701, 5.54835,   14.861,  35.7024, 29 Jun 2023, 22:58:01
 26.3685, 5.54831,   14.845,  35.7033, 29 Jun 2023, 22:59:01
 26.3682, 5.54827,   14.995,  35.7032, 29 Jun 2023, 23:00:01
 26.3693, 5.54826,   14.991,  35.7023, 29 Jun 2023, 23:01:01
 26.3692, 5.54824,   14.964,  35.7023, 29 Jun 2023, 23:02:01
 26.3691, 5.54822,   14.978,  35.7022, 29 Jun 2023, 23:03:01
 26.3680, 5.54822,   14.926,  35.7030, 29 Jun 2023, 23:04:01
 26.3680, 5.54819,   14.836,  35.7029, 29 Jun 2023, 23:05:01
 26.3663, 5.54821,   14.914,  35.7043, 29 Jun 2023, 23:06:01
 26.3666, 5.54819,   15.034,  35.7039, 29 Jun 2023, 23:07:01
 26.3679, 5.54811,   14.897,  35.7023, 29 Jun 2023, 23:08:01
 26.3675, 5.54812,   14.937,  35.7027, 29 Jun 2023, 23:09:01
 26.3666, 5.54801,   14.942,  35.7026, 29 Jun 2023, 23:10:01
 26.3661, 5.54804,   15.018,  35.7032, 29 Jun 2023, 23:11:01
 26.3661, 5.54802,   14.914,  35.7031, 29 Jun 2023, 23:12:01
 26.3667, 5.54802,   14.786,  35.7027, 29 Jun 2023, 23:13:01
 26.3652, 5.54801,   14.944,  35.7037, 29 Jun 2023, 23:14:01
 26.3660, 5.54799,   15.038,  35.7029, 29 Jun 2023, 23:15:01
 26.3659, 5.54796,   14.834,  35.7028, 29 Jun 2023, 23:16:01
 26.3647, 5.54793,   14.923,  35.7035, 29 Jun 2023, 23:17:01
 26.3645, 5.54793,   14.921,  35.7037, 29 Jun 2023, 23:18:01
 26.3641, 5.54790,   14.888,  35.7038, 29 Jun 2023, 23:19:01
 26.3642, 5.54790,   14.872,  35.7037, 29 Jun 2023, 23:20:01
 26.3640, 5.54790,   14.953,  35.7038, 29 Jun 2023, 23:21:01
 26.3635, 5.54779,   15.029,  35.7034, 29 Jun 2023, 23:22:01
 26.3632, 5.54788,   14.863,  35.7043, 29 Jun 2023, 23:23:01
 26.3627, 5.54786,   14.894,  35.7046, 29 Jun 2023, 23:24:01
 26.3642, 5.54784,   14.833,  35.7033, 29 Jun 2023, 23:25:01
 26.3624, 5.54783,   15.020,  35.7045, 29 Jun 2023, 23:26:01
 26.3618, 5.54783,   15.072,  35.7050, 29 Jun 2023, 23:27:01
 26.3620, 5.54778,   14.912,  35.7045, 29 Jun 2023, 23:28:01
 26.3607, 5.54775,   14.843,  35.7053, 29 Jun 2023, 23:29:01
 26.3620, 5.54779,   14.950,  35.7046, 29 Jun 2023, 23:30:01
 26.3617, 5.54777,   14.932,  35.7047, 29 Jun 2023, 23:31:01
 26.3627, 5.54777,   14.867,  35.7039, 29 Jun 2023, 23:32:01
 26.3607, 5.54773,   14.867,  35.7052, 29 Jun 2023, 23:33:01
 26.3604, 5.54775,   14.883,  35.7055, 29 Jun 2023, 23:34:01
 26.3602, 5.54772,   14.926,  35.7055, 29 Jun 2023, 23:35:01
 26.3607, 5.54768,   14.874,  35.7048, 29 Jun 2023, 23:36:01
 26.3603, 5.54766,   14.802,  35.7050, 29 Jun 2023, 23:37:01
 26.3597, 5.54766,   14.894,  35.7054, 29 Jun 2023, 23:38:01
 26.3599, 5.54766,   15.066,  35.7052, 29 Jun 2023, 23:39:01
 26.3603, 5.54766,   14.852,  35.7050, 29 Jun 2023, 23:40:01
 26.3607, 5.54766,   15.041,  35.7046, 29 Jun 2023, 23:41:01
 26.3619, 5.54766,   15.074,  35.7037, 29 Jun 2023, 23:42:01
 26.3610, 5.54775,   14.815,  35.7051, 29 Jun 2023, 23:43:01
 26.3609, 5.54777,   14.827,  35.7053, 29 Jun 2023, 23:44:01
 26.3612, 5.54781,   15.018,  35.7053, 29 Jun 2023, 23:45:01
 26.3622, 5.54779,   14.779,  35.7045, 29 Jun 2023, 23:46:01
 26.3607, 5.54782,   14.840,  35.7058, 29 Jun 2023, 23:47:01
 26.3590, 5.54774,   14.867,  35.7066, 29 Jun 2023, 23:48:01
 26.3607, 5.54775,   14.905,  35.7053, 29 Jun 2023, 23:49:01
 26.3582, 5.54775,   15.059,  35.7072, 29 Jun 2023, 23:50:01
 26.3588, 5.54770,   14.932,  35.7064, 29 Jun 2023, 23:51:01
 26.3584, 5.54768,   14.692,  35.7067, 29 Jun 2023, 23:52:01
 26.3580, 5.54772,   14.996,  35.7072, 29 Jun 2023, 23:53:01
 26.3584, 5.54768,   14.946,  35.7066, 29 Jun 2023, 23:54:01
 26.3609, 5.54775,   14.960,  35.7051, 29 Jun 2023, 23:55:01
 26.3602, 5.54781,   14.870,  35.7061, 29 Jun 2023, 23:56:01
 26.3598, 5.54786,   14.955,  35.7068, 29 Jun 2023, 23:57:01
 26.3589, 5.54788,   14.939,  35.7076, 29 Jun 2023, 23:58:01
 26.3599, 5.54788,   14.982,  35.7069, 29 Jun 2023, 23:59:01
 26.3608, 5.54799,   15.084,  35.7069, 30 Jun 2023, 00:00:01
 26.3612, 5.54810,   15.014,  35.7074, 30 Jun 2023, 00:01:01
 26.3614, 5.54819,   14.953,  35.7079, 30 Jun 2023, 00:02:01
 26.3627, 5.54822,   14.917,  35.7072, 30 Jun 2023, 00:03:01
 26.3623, 5.54830,   15.128,  35.7080, 30 Jun 2023, 00:04:01
 26.3609, 5.54833,   15.009,  35.7093, 30 Jun 2023, 00:05:01
 26.3604, 5.54831,   14.996,  35.7096, 30 Jun 2023, 00:06:01
 26.3617, 5.54831,   14.984,  35.7086, 30 Jun 2023, 00:07:01
 26.3603, 5.54831,   14.950,  35.7097, 30 Jun 2023, 00:08:01
 26.3615, 5.54833,   14.912,  35.7089, 30 Jun 2023, 00:09:01
 26.3600, 5.54835,   15.065,  35.7102, 30 Jun 2023, 00:10:01
 26.3610, 5.54837,   14.896,  35.7096, 30 Jun 2023, 00:11:01
 26.3607, 5.54837,   14.984,  35.7098, 30 Jun 2023, 00:12:01
 26.3609, 5.54842,   15.070,  35.7100, 30 Jun 2023, 00:13:01
 26.3602, 5.54835,   14.894,  35.7101, 30 Jun 2023, 00:14:01
 26.3606, 5.54835,   14.928,  35.7097, 30 Jun 2023, 00:15:01
 26.3603, 5.54837,   14.919,  35.7101, 30 Jun 2023, 00:16:01
 26.3623, 5.54833,   14.743,  35.7083, 30 Jun 2023, 00:17:01
 26.3603, 5.54842,   15.061,  35.7104, 30 Jun 2023, 00:18:01
 26.3612, 5.54844,   15.027,  35.7099, 30 Jun 2023, 00:19:01
 26.3621, 5.54855,   14.876,  35.7100, 30 Jun 2023, 00:20:01
 26.3654, 5.54868,   14.982,  35.7084, 30 Jun 2023, 00:21:01
 26.3638, 5.54879,   15.013,  35.7104, 30 Jun 2023, 00:22:01
 26.3652, 5.54893,   15.039,  35.7103, 30 Jun 2023, 00:23:01
 26.3634, 5.54888,   14.978,  35.7114, 30 Jun 2023, 00:24:01
 26.3619, 5.54891,   15.041,  35.7127, 30 Jun 2023, 00:25:01
 26.3653, 5.54901,   15.032,  35.7108, 30 Jun 2023, 00:26:01
 26.3634, 5.54901,   14.953,  35.7123, 30 Jun 2023, 00:27:01
 26.3629, 5.54899,   14.942,  35.7126, 30 Jun 2023, 00:28:01
 26.3641, 5.54902,   15.016,  35.7118, 30 Jun 2023, 00:29:01
 26.3640, 5.54906,   14.959,  35.7122, 30 Jun 2023, 00:30:01
 26.3617, 5.54906,   14.968,  35.7140, 30 Jun 2023, 00:31:01
 26.3626, 5.54901,   14.989,  35.7129, 30 Jun 2023, 00:32:01
 26.3624, 5.54899,   14.991,  35.7130, 30 Jun 2023, 00:33:01
 26.3609, 5.54893,   14.980,  35.7137, 30 Jun 2023, 00:34:01
 26.3647, 5.54897,   15.000,  35.7110, 30 Jun 2023, 00:35:01
 26.3657, 5.54906,   15.102,  35.7109, 30 Jun 2023, 00:36:01
 26.3656, 5.54922,   15.243,  35.7121, 30 Jun 2023, 00:37:01
 26.3647, 5.54928,   14.955,  35.7133, 30 Jun 2023, 00:38:01
 26.3647, 5.54929,   15.095,  35.7133, 30 Jun 2023, 00:39:01
 26.3643, 5.54928,   15.083,  35.7136, 30 Jun 2023, 00:40:01
 26.3662, 5.54935,   15.185,  35.7126, 30 Jun 2023, 00:41:01
 26.3631, 5.54937,   15.039,  35.7152, 30 Jun 2023, 00:42:01
 26.3650, 5.54940,   15.120,  35.7139, 30 Jun 2023, 00:43:01
 26.3653, 5.54942,   15.079,  35.7138, 30 Jun 2023, 00:44:01
 26.3641, 5.54939,   15.124,  35.7145, 30 Jun 2023, 00:45:01
 26.3636, 5.54933,   15.102,  35.7145, 30 Jun 2023, 00:46:01
 26.3649, 5.54931,   15.025,  35.7133, 30 Jun 2023, 00:47:01
 26.3647, 5.54944,   15.248,  35.7144, 30 Jun 2023, 00:48:01
 26.3651, 5.54947,   15.120,  35.7143, 30 Jun 2023, 00:49:01
 26.3656, 5.54951,   15.117,  35.7142, 30 Jun 2023, 00:50:01
 26.3640, 5.54951,   14.946,  35.7155, 30 Jun 2023, 00:51:01
 26.3647, 5.54958,   15.248,  35.7154, 30 Jun 2023, 00:52:01
 26.3649, 5.54962,   15.171,  35.7155, 30 Jun 2023, 00:53:01
 26.3650, 5.54958,   15.111,  35.7152, 30 Jun 2023, 00:54:01
 26.3650, 5.54968,   15.174,  35.7159, 30 Jun 2023, 00:55:01
 26.3659, 5.54966,   15.131,  35.7151, 30 Jun 2023, 00:56:01
