* Sea-Bird SBE37 Data File:
* FileName = C:\BOEM\SB37\BOEMTest1_062923_063023\SB37_BOEMtest1.0.asc
* Software Version 1.59
* Temperature SN = 1308
* Conductivity SN = 1308
* System UpLoad Time = Jun 30 2023 14:31:26
** BOEMTest1
* ds
* SBE37-SM V 2.6b  SERIAL NO. 1308    30 Jun 2023  14:30:51
* not logging: received stop command
* sample interval = 60 seconds
* samplenumber = 1705, free = 188945
* do not transmit real-time data
* output salinity with each sample
* do not output sound velocity with each sample
* store time with each sample
* number of samples to average = 1
* serial sync mode disabled
* wait time after serial sync sampling = 30 seconds
* internal pump is installed
* temperature = 25.75 deg C

* S>
* SBE37-SM V 2.6b  1308
* temperature:  09-jan-14
*     TA0 = -1.041479e-04
*     TA1 = 3.070688e-04
*     TA2 = -4.447841e-06
*     TA3 = 1.996867e-07
* conductivity:  09-jan-14
*     G = -1.052229e+00
*     H = 1.583344e-01
*     I = -3.976814e-05
*     J = 3.120246e-05
*     CPCOR = -9.570000e-08
*     CTCOR = 3.250000e-06
*     WBOTC = -2.976320e-05
* pressure S/N 3804072, range = 160 psia:  06-jan-14
*     PA0 = -1.023833e-01
*     PA1 = 6.955435e-03
*     PA2 = -1.840500e-09
*     PTCA0 = 8.236864e+01
*     PTCA1 = -7.817787e-01
*     PTCA2 = 4.657767e-03
*     PTCSB0 = 2.503525e+01
*     PTCSB1 = -5.500000e-04
*     PTCSB2 = 0.000000e+00
*     POFFSET = 0.000000e+00
* rtc:  09-jan-14
*     RTCA0 = 1.000002e+00
*     RTCA1 = 1.631725e-06
*     RTCA2 = -3.431964e-08

* S> 
*END*
start time =  29 Jun 2023  10:00:01
sample interval = 60 seconds
start sample number = 1
 26.4299, 5.55564,   15.714,  35.7086, 29 Jun 2023, 14:01:00
 26.4354, 5.55591,   15.716,  35.7063, 29 Jun 2023, 14:02:00
 26.4408, 5.55607,   15.687,  35.7033, 29 Jun 2023, 14:03:00
 26.4378, 5.55607,   15.664,  35.7056, 29 Jun 2023, 14:04:00
 26.4354, 5.55615,   15.541,  35.7081, 29 Jun 2023, 14:05:00
 26.4354, 5.55613,   15.574,  35.7079, 29 Jun 2023, 14:06:00
 26.4360, 5.55616,   15.656,  35.7076, 29 Jun 2023, 14:07:00
 26.4365, 5.55622,   15.649,  35.7077, 29 Jun 2023, 14:08:00
 26.4381, 5.55624,   15.597,  35.7066, 29 Jun 2023, 14:09:00
 26.4383, 5.55638,   15.626,  35.7074, 29 Jun 2023, 14:10:00
 26.4371, 5.55645,   15.824,  35.7088, 29 Jun 2023, 14:11:00
 26.4396, 5.55653,   15.737,  35.7075, 29 Jun 2023, 14:12:00
 26.4391, 5.55653,   15.698,  35.7079, 29 Jun 2023, 14:13:00
 26.4417, 5.55651,   15.593,  35.7058, 29 Jun 2023, 14:14:00
 26.4322, 5.55665,   15.876,  35.7140, 29 Jun 2023, 14:15:00
 26.4315, 5.55649,   15.512,  35.7135, 29 Jun 2023, 14:16:00
 26.4325, 5.55626,   15.683,  35.7111, 29 Jun 2023, 14:17:00
 26.4326, 5.55620,   15.482,  35.7106, 29 Jun 2023, 14:18:00
 26.4360, 5.55629,   15.714,  35.7086, 29 Jun 2023, 14:19:00
 26.4372, 5.55627,   15.525,  35.7075, 29 Jun 2023, 14:20:00
 26.4369, 5.55647,   15.637,  35.7092, 29 Jun 2023, 14:21:00
 26.4392, 5.55662,   15.638,  35.7085, 29 Jun 2023, 14:22:00
 26.4393, 5.55667,   15.710,  35.7087, 29 Jun 2023, 14:23:00
 26.4415, 5.55676,   15.660,  35.7077, 29 Jun 2023, 14:24:00
 26.4390, 5.55682,   15.820,  35.7100, 29 Jun 2023, 14:25:00
 26.4358, 5.55676,   15.858,  35.7121, 29 Jun 2023, 14:26:00
 26.4362, 5.55680,   15.921,  35.7120, 29 Jun 2023, 14:27:00
 26.4347, 5.55675,   15.872,  35.7128, 29 Jun 2023, 14:28:00
 26.4373, 5.55669,   15.743,  35.7104, 29 Jun 2023, 14:29:00
 26.4373, 5.55669,   15.710,  35.7104, 29 Jun 2023, 14:30:00
 26.4406, 5.55676,   15.825,  35.7083, 29 Jun 2023, 14:31:00
 26.4423, 5.55698,   15.863,  35.7086, 29 Jun 2023, 14:32:00
 26.4425, 5.55705,   15.762,  35.7090, 29 Jun 2023, 14:33:00
 26.4419, 5.55720,   15.703,  35.7106, 29 Jun 2023, 14:34:00
 26.4427, 5.55720,   15.761,  35.7099, 29 Jun 2023, 14:35:00
 26.4397, 5.55705,   15.744,  35.7112, 29 Jun 2023, 14:36:00
 26.4419, 5.55713,   15.780,  35.7100, 29 Jun 2023, 14:37:00
 26.4452, 5.55716,   15.788,  35.7077, 29 Jun 2023, 14:38:00
 26.4390, 5.55731,   15.786,  35.7136, 29 Jun 2023, 14:39:00
 26.4416, 5.55731,   15.860,  35.7115, 29 Jun 2023, 14:40:00
 26.4419, 5.55740,   15.807,  35.7120, 29 Jun 2023, 14:41:00
 26.4396, 5.55747,   15.958,  35.7142, 29 Jun 2023, 14:42:00
 26.4408, 5.55745,   15.982,  35.7131, 29 Jun 2023, 14:43:00
 26.4457, 5.55763,   15.885,  35.7107, 29 Jun 2023, 14:44:00
 26.4426, 5.55765,   16.111,  35.7132, 29 Jun 2023, 14:45:00
 26.4442, 5.55772,   15.669,  35.7126, 29 Jun 2023, 14:46:00
 26.4471, 5.55780,   15.831,  35.7108, 29 Jun 2023, 14:47:00
 26.4474, 5.55785,   15.791,  35.7110, 29 Jun 2023, 14:48:00
 26.4465, 5.55798,   15.915,  35.7126, 29 Jun 2023, 14:49:00
 26.4412, 5.55787,   16.041,  35.7159, 29 Jun 2023, 14:50:00
 26.4442, 5.55767,   15.878,  35.7121, 29 Jun 2023, 14:51:00
 26.4432, 5.55765,   15.788,  35.7128, 29 Jun 2023, 14:52:00
 26.4448, 5.55769,   15.896,  35.7118, 29 Jun 2023, 14:53:00
 26.4485, 5.55780,   15.780,  35.7098, 29 Jun 2023, 14:54:00
 26.4467, 5.55796,   16.102,  35.7122, 29 Jun 2023, 14:55:00
 26.4503, 5.55807,   15.923,  35.7103, 29 Jun 2023, 14:56:00
 26.4436, 5.55800,   15.698,  35.7150, 29 Jun 2023, 14:57:00
 26.4450, 5.55789,   15.773,  35.7131, 29 Jun 2023, 14:58:00
 26.4444, 5.55789,   15.993,  35.7135, 29 Jun 2023, 14:59:00
 26.4491, 5.55798,   15.969,  35.7105, 29 Jun 2023, 15:00:00
 26.4491, 5.55811,   15.975,  35.7115, 29 Jun 2023, 15:01:00
 26.4506, 5.55816,   16.092,  35.7107, 29 Jun 2023, 15:02:00
 26.4500, 5.55825,   15.919,  35.7118, 29 Jun 2023, 15:03:00
 26.4522, 5.55821,   15.885,  35.7098, 29 Jun 2023, 15:04:00
 26.4498, 5.55829,   15.989,  35.7122, 29 Jun 2023, 15:05:00
 26.4485, 5.55823,   15.932,  35.7128, 29 Jun 2023, 15:06:00
 26.4504, 5.55825,   15.953,  35.7115, 29 Jun 2023, 15:07:00
 26.4507, 5.55836,   16.016,  35.7120, 29 Jun 2023, 15:08:00
 26.4525, 5.55841,   15.935,  35.7110, 29 Jun 2023, 15:09:00
 26.4515, 5.55843,   15.935,  35.7120, 29 Jun 2023, 15:10:00
 26.4498, 5.55845,   16.000,  35.7134, 29 Jun 2023, 15:11:00
 26.4525, 5.55849,   15.996,  35.7116, 29 Jun 2023, 15:12:00
 26.4533, 5.55851,   16.041,  35.7111, 29 Jun 2023, 15:13:00
 26.4480, 5.55845,   16.068,  35.7148, 29 Jun 2023, 15:14:00
 26.4508, 5.55834,   15.912,  35.7118, 29 Jun 2023, 15:15:00
 26.4492, 5.55832,   15.969,  35.7129, 29 Jun 2023, 15:16:01
 26.4483, 5.55832,   16.074,  35.7136, 29 Jun 2023, 15:17:01
 26.4492, 5.55834,   15.969,  35.7131, 29 Jun 2023, 15:18:01
 26.4510, 5.55836,   15.764,  35.7119, 29 Jun 2023, 15:19:01
 26.4491, 5.55836,   15.867,  35.7133, 29 Jun 2023, 15:20:01
 26.4487, 5.55836,   16.029,  35.7136, 29 Jun 2023, 15:21:01
 26.4514, 5.55845,   15.809,  35.7122, 29 Jun 2023, 15:22:01
 26.4492, 5.55852,   16.047,  35.7144, 29 Jun 2023, 15:23:01
 26.4489, 5.55845,   16.165,  35.7141, 29 Jun 2023, 15:24:01
 26.4511, 5.55841,   15.926,  35.7121, 29 Jun 2023, 15:25:01
 26.4514, 5.55852,   15.960,  35.7127, 29 Jun 2023, 15:26:01
 26.4510, 5.55858,   15.824,  35.7135, 29 Jun 2023, 15:27:01
 26.4513, 5.55865,   16.106,  35.7136, 29 Jun 2023, 15:28:01
 26.4536, 5.55869,   15.910,  35.7122, 29 Jun 2023, 15:29:01
 26.4540, 5.55878,   16.097,  35.7125, 29 Jun 2023, 15:30:01
 26.4544, 5.55881,   15.975,  35.7125, 29 Jun 2023, 15:31:01
 26.4544, 5.55889,   15.955,  35.7130, 29 Jun 2023, 15:32:01
 26.4565, 5.55900,   15.980,  35.7122, 29 Jun 2023, 15:33:01
 26.4565, 5.55909,   15.892,  35.7129, 29 Jun 2023, 15:34:01
 26.4559, 5.55914,   16.011,  35.7137, 29 Jun 2023, 15:35:01
 26.4573, 5.55903,   16.057,  35.7118, 29 Jun 2023, 15:36:01
 26.4573, 5.55912,   16.101,  35.7124, 29 Jun 2023, 15:37:01
 26.4581, 5.55909,   15.940,  35.7116, 29 Jun 2023, 15:38:01
 26.4554, 5.55905,   15.883,  35.7134, 29 Jun 2023, 15:39:01
 26.4542, 5.55903,   16.097,  35.7142, 29 Jun 2023, 15:40:01
 26.4553, 5.55898,   15.858,  35.7130, 29 Jun 2023, 15:41:01
 26.4568, 5.55898,   15.966,  35.7118, 29 Jun 2023, 15:42:01
 26.4572, 5.55901,   16.111,  35.7117, 29 Jun 2023, 15:43:01
 26.4551, 5.55899,   16.138,  35.7132, 29 Jun 2023, 15:44:01
 26.4580, 5.55896,   16.099,  35.7107, 29 Jun 2023, 15:45:01
 26.4583, 5.55901,   15.930,  35.7109, 29 Jun 2023, 15:46:01
 26.4584, 5.55909,   15.928,  35.7114, 29 Jun 2023, 15:47:01
 26.4570, 5.55916,   15.975,  35.7130, 29 Jun 2023, 15:48:01
 26.4568, 5.55909,   16.032,  35.7126, 29 Jun 2023, 15:49:01
 26.4577, 5.55903,   16.090,  35.7115, 29 Jun 2023, 15:50:01
 26.4564, 5.55901,   15.921,  35.7124, 29 Jun 2023, 15:51:01
 26.4569, 5.55899,   15.932,  35.7118, 29 Jun 2023, 15:52:01
 26.4587, 5.55903,   16.124,  35.7107, 29 Jun 2023, 15:53:01
 26.4581, 5.55907,   16.025,  35.7115, 29 Jun 2023, 15:54:01
 26.4588, 5.55914,   15.851,  35.7115, 29 Jun 2023, 15:55:01
 26.4589, 5.55916,   16.030,  35.7115, 29 Jun 2023, 15:56:01
 26.4590, 5.55913,   16.041,  35.7112, 29 Jun 2023, 15:57:01
 26.4590, 5.55916,   16.180,  35.7113, 29 Jun 2023, 15:58:01
 26.4592, 5.55914,   16.149,  35.7111, 29 Jun 2023, 15:59:01
 26.4620, 5.55919,   15.914,  35.7093, 29 Jun 2023, 16:00:01
 26.4609, 5.55921,   16.106,  35.7103, 29 Jun 2023, 16:01:01
 26.4626, 5.55930,   16.025,  35.7096, 29 Jun 2023, 16:02:01
 26.4614, 5.55932,   16.034,  35.7107, 29 Jun 2023, 16:03:01
 26.4605, 5.55934,   15.976,  35.7116, 29 Jun 2023, 16:04:01
 26.4610, 5.55930,   16.057,  35.7109, 29 Jun 2023, 16:05:01
 26.4611, 5.55930,   15.836,  35.7108, 29 Jun 2023, 16:06:01
 26.4608, 5.55923,   15.966,  35.7105, 29 Jun 2023, 16:07:01
 26.4614, 5.55923,   15.915,  35.7101, 29 Jun 2023, 16:08:01
 26.4613, 5.55927,   16.155,  35.7104, 29 Jun 2023, 16:09:01
 26.4603, 5.55919,   16.050,  35.7106, 29 Jun 2023, 16:10:01
 26.4586, 5.55914,   16.153,  35.7115, 29 Jun 2023, 16:11:01
 26.4637, 5.55925,   15.967,  35.7084, 29 Jun 2023, 16:12:01
 26.4627, 5.55923,   15.960,  35.7091, 29 Jun 2023, 16:13:01
 26.4603, 5.55918,   15.985,  35.7106, 29 Jun 2023, 16:14:01
 26.4594, 5.55898,   15.960,  35.7098, 29 Jun 2023, 16:15:01
 26.4562, 5.55883,   15.993,  35.7112, 29 Jun 2023, 16:16:01
 26.4581, 5.55876,   16.099,  35.7092, 29 Jun 2023, 16:17:01
 26.4602, 5.55879,   16.061,  35.7078, 29 Jun 2023, 16:18:01
 26.4608, 5.55887,   16.207,  35.7078, 29 Jun 2023, 16:19:01
 26.4619, 5.55896,   16.196,  35.7077, 29 Jun 2023, 16:20:01
 26.4636, 5.55901,   15.975,  35.7068, 29 Jun 2023, 16:21:01
 26.4619, 5.55907,   16.302,  35.7084, 29 Jun 2023, 16:22:01
 26.4604, 5.55903,   16.225,  35.7093, 29 Jun 2023, 16:23:01
 26.4628, 5.55905,   16.189,  35.7076, 29 Jun 2023, 16:24:01
 26.4637, 5.55910,   16.041,  35.7073, 29 Jun 2023, 16:25:01
 26.4580, 5.55889,   16.128,  35.7102, 29 Jun 2023, 16:26:01
 26.4613, 5.55883,   16.205,  35.7072, 29 Jun 2023, 16:27:01
 26.4613, 5.55878,   16.034,  35.7069, 29 Jun 2023, 16:28:01
 26.4604, 5.55876,   16.025,  35.7074, 29 Jun 2023, 16:29:01
 26.4593, 5.55865,   16.097,  35.7075, 29 Jun 2023, 16:30:01
 26.4590, 5.55867,   16.113,  35.7078, 29 Jun 2023, 16:31:01
 26.4587, 5.55858,   16.187,  35.7074, 29 Jun 2023, 16:32:01
 26.4571, 5.55860,   16.223,  35.7088, 29 Jun 2023, 16:33:01
 26.4604, 5.55855,   16.146,  35.7059, 29 Jun 2023, 16:34:01
 26.4588, 5.55852,   15.863,  35.7070, 29 Jun 2023, 16:35:01
 26.4615, 5.55858,   15.989,  35.7053, 29 Jun 2023, 16:36:01
 26.4595, 5.55863,   16.302,  35.7071, 29 Jun 2023, 16:37:01
 26.4615, 5.55860,   16.088,  35.7054, 29 Jun 2023, 16:38:01
 26.4612, 5.55858,   15.994,  35.7055, 29 Jun 2023, 16:39:01
 26.4590, 5.55854,   16.124,  35.7069, 29 Jun 2023, 16:40:01
 26.4578, 5.55843,   16.023,  35.7070, 29 Jun 2023, 16:41:01
 26.4582, 5.55832,   15.966,  35.7060, 29 Jun 2023, 16:42:01
 26.4553, 5.55814,   16.151,  35.7068, 29 Jun 2023, 16:43:01
 26.4547, 5.55799,   16.223,  35.7062, 29 Jun 2023, 16:44:01
 26.4557, 5.55787,   16.163,  35.7046, 29 Jun 2023, 16:45:01
 26.4541, 5.55780,   16.160,  35.7053, 29 Jun 2023, 16:46:01
 26.4539, 5.55771,   16.135,  35.7048, 29 Jun 2023, 16:47:01
 26.4540, 5.55767,   16.140,  35.7045, 29 Jun 2023, 16:48:01
 26.4541, 5.55765,   16.190,  35.7042, 29 Jun 2023, 16:49:01
 26.4514, 5.55758,   16.279,  35.7058, 29 Jun 2023, 16:50:01
 26.4549, 5.55758,   16.088,  35.7031, 29 Jun 2023, 16:51:01
 26.4536, 5.55755,   16.021,  35.7039, 29 Jun 2023, 16:52:01
 26.4545, 5.55756,   16.147,  35.7033, 29 Jun 2023, 16:53:01
 26.4540, 5.55760,   16.038,  35.7040, 29 Jun 2023, 16:54:01
 26.4519, 5.55749,   16.016,  35.7048, 29 Jun 2023, 16:55:01
 26.4519, 5.55738,   16.000,  35.7040, 29 Jun 2023, 16:56:01
 26.4531, 5.55738,   15.985,  35.7031, 29 Jun 2023, 16:57:01
 26.4539, 5.55740,   16.126,  35.7026, 29 Jun 2023, 16:58:01
 26.4513, 5.55738,   16.117,  35.7045, 29 Jun 2023, 16:59:01
 26.4546, 5.55734,   16.117,  35.7016, 29 Jun 2023, 17:00:01
 26.4544, 5.55738,   16.108,  35.7021, 29 Jun 2023, 17:01:01
 26.4547, 5.55745,   16.072,  35.7023, 29 Jun 2023, 17:02:01
 26.4551, 5.55747,   16.129,  35.7022, 29 Jun 2023, 17:03:01
 26.4567, 5.55750,   16.119,  35.7011, 29 Jun 2023, 17:04:01
 26.4537, 5.55742,   16.007,  35.7029, 29 Jun 2023, 17:05:01
 26.4528, 5.55736,   16.122,  35.7031, 29 Jun 2023, 17:06:01
 26.4529, 5.55732,   16.196,  35.7028, 29 Jun 2023, 17:07:01
 26.4519, 5.55722,   16.199,  35.7028, 29 Jun 2023, 17:08:01
 26.4537, 5.55720,   16.036,  35.7013, 29 Jun 2023, 17:09:01
 26.4537, 5.55722,   16.054,  35.7015, 29 Jun 2023, 17:10:01
 26.4512, 5.55711,   16.002,  35.7026, 29 Jun 2023, 17:11:01
 26.4511, 5.55703,   16.235,  35.7020, 29 Jun 2023, 17:12:01
 26.4510, 5.55705,   15.917,  35.7024, 29 Jun 2023, 17:13:01
 26.4525, 5.55705,   16.133,  35.7011, 29 Jun 2023, 17:14:01
 26.4537, 5.55707,   15.964,  35.7004, 29 Jun 2023, 17:15:01
 26.4533, 5.55707,   16.057,  35.7007, 29 Jun 2023, 17:16:01
 26.4536, 5.55707,   16.144,  35.7004, 29 Jun 2023, 17:17:01
 26.4533, 5.55705,   16.122,  35.7005, 29 Jun 2023, 17:18:01
 26.4518, 5.55696,   16.054,  35.7010, 29 Jun 2023, 17:19:01
 26.4530, 5.55698,   16.023,  35.7003, 29 Jun 2023, 17:20:01
 26.4511, 5.55694,   16.128,  35.7014, 29 Jun 2023, 17:21:01
 26.4522, 5.55683,   16.146,  35.6998, 29 Jun 2023, 17:22:01
 26.4525, 5.55685,   16.147,  35.6997, 29 Jun 2023, 17:23:01
 26.4523, 5.55687,   15.962,  35.7000, 29 Jun 2023, 17:24:01
 26.4526, 5.55681,   16.030,  35.6993, 29 Jun 2023, 17:25:01
 26.4531, 5.55685,   16.030,  35.6992, 29 Jun 2023, 17:26:01
 26.4509, 5.55676,   15.851,  35.7003, 29 Jun 2023, 17:27:01
 26.4512, 5.55662,   16.002,  35.6991, 29 Jun 2023, 17:28:01
 26.4502, 5.55665,   16.086,  35.7000, 29 Jun 2023, 17:29:01
 26.4507, 5.55665,   15.976,  35.6997, 29 Jun 2023, 17:30:01
 26.4491, 5.55658,   15.994,  35.7004, 29 Jun 2023, 17:31:01
 26.4489, 5.55651,   16.185,  35.7000, 29 Jun 2023, 17:32:01
 26.4514, 5.55643,   16.003,  35.6975, 29 Jun 2023, 17:33:01
 26.4496, 5.55643,   16.030,  35.6989, 29 Jun 2023, 17:34:01
 26.4484, 5.55634,   16.045,  35.6992, 29 Jun 2023, 17:35:01
 26.4483, 5.55624,   15.919,  35.6986, 29 Jun 2023, 17:36:01
 26.4489, 5.55622,   16.070,  35.6979, 29 Jun 2023, 17:37:01
 26.4491, 5.55620,   16.063,  35.6976, 29 Jun 2023, 17:38:01
 26.4478, 5.55622,   16.108,  35.6988, 29 Jun 2023, 17:39:01
 26.4483, 5.55614,   15.917,  35.6979, 29 Jun 2023, 17:40:01
 26.4466, 5.55607,   15.978,  35.6986, 29 Jun 2023, 17:41:01
 26.4487, 5.55603,   16.072,  35.6967, 29 Jun 2023, 17:42:01
 26.4478, 5.55607,   16.084,  35.6977, 29 Jun 2023, 17:43:01
 26.4474, 5.55605,   15.978,  35.6979, 29 Jun 2023, 17:44:01
 26.4478, 5.55605,   16.119,  35.6975, 29 Jun 2023, 17:45:01
 26.4484, 5.55603,   16.012,  35.6970, 29 Jun 2023, 17:46:01
 26.4474, 5.55602,   16.039,  35.6977, 29 Jun 2023, 17:47:01
 26.4482, 5.55603,   15.894,  35.6971, 29 Jun 2023, 17:48:01
 26.4475, 5.55602,   15.966,  35.6976, 29 Jun 2023, 17:49:01
 26.4476, 5.55600,   16.014,  35.6974, 29 Jun 2023, 17:50:01
 26.4481, 5.55598,   15.923,  35.6969, 29 Jun 2023, 17:51:01
 26.4479, 5.55596,   16.027,  35.6968, 29 Jun 2023, 17:52:01
 26.4480, 5.55598,   15.955,  35.6969, 29 Jun 2023, 17:53:01
 26.4465, 5.55591,   16.208,  35.6975, 29 Jun 2023, 17:54:01
 26.4458, 5.55587,   16.020,  35.6978, 29 Jun 2023, 17:55:01
 26.4462, 5.55578,   15.982,  35.6969, 29 Jun 2023, 17:56:01
 26.4446, 5.55571,   15.908,  35.6976, 29 Jun 2023, 17:57:01
 26.4439, 5.55562,   15.829,  35.6975, 29 Jun 2023, 17:58:01
 26.4431, 5.55554,   15.878,  35.6976, 29 Jun 2023, 17:59:01
 26.4438, 5.55547,   15.962,  35.6965, 29 Jun 2023, 18:00:01
 26.4429, 5.55537,   15.951,  35.6965, 29 Jun 2023, 18:01:01
 26.4412, 5.55536,   16.000,  35.6977, 29 Jun 2023, 18:02:01
 26.4432, 5.55527,   16.102,  35.6955, 29 Jun 2023, 18:03:01
 26.4420, 5.55525,   16.056,  35.6963, 29 Jun 2023, 18:04:01
 26.4423, 5.55522,   15.869,  35.6959, 29 Jun 2023, 18:05:01
 26.4426, 5.55520,   15.921,  35.6955, 29 Jun 2023, 18:06:01
 26.4426, 5.55522,   15.953,  35.6956, 29 Jun 2023, 18:07:01
 26.4433, 5.55522,   15.948,  35.6951, 29 Jun 2023, 18:08:01
 26.4430, 5.55524,   15.811,  35.6955, 29 Jun 2023, 18:09:01
 26.4427, 5.55524,   16.027,  35.6956, 29 Jun 2023, 18:10:01
 26.4430, 5.55520,   15.957,  35.6951, 29 Jun 2023, 18:11:01
 26.4423, 5.55522,   16.113,  35.6958, 29 Jun 2023, 18:12:01
 26.4428, 5.55524,   15.852,  35.6956, 29 Jun 2023, 18:13:01
 26.4422, 5.55520,   15.860,  35.6958, 29 Jun 2023, 18:14:01
 26.4435, 5.55520,   15.940,  35.6948, 29 Jun 2023, 18:15:01
 26.4431, 5.55518,   15.845,  35.6950, 29 Jun 2023, 18:16:01
 26.4417, 5.55518,   15.928,  35.6960, 29 Jun 2023, 18:17:01
 26.4423, 5.55515,   15.897,  35.6954, 29 Jun 2023, 18:18:01
 26.4418, 5.55511,   16.029,  35.6954, 29 Jun 2023, 18:19:01
 26.4430, 5.55513,   16.011,  35.6946, 29 Jun 2023, 18:20:01
 26.4420, 5.55511,   15.782,  35.6953, 29 Jun 2023, 18:21:01
 26.4412, 5.55506,   16.018,  35.6955, 29 Jun 2023, 18:22:01
 26.4407, 5.55506,   15.982,  35.6959, 29 Jun 2023, 18:23:01
 26.4403, 5.55500,   15.869,  35.6958, 29 Jun 2023, 18:24:01
 26.4415, 5.55498,   15.782,  35.6948, 29 Jun 2023, 18:25:01
 26.4416, 5.55494,   15.960,  35.6944, 29 Jun 2023, 18:26:01
 26.4404, 5.55494,   15.942,  35.6953, 29 Jun 2023, 18:27:01
 26.4395, 5.55489,   15.935,  35.6956, 29 Jun 2023, 18:28:01
 26.4406, 5.55485,   15.852,  35.6945, 29 Jun 2023, 18:29:01
 26.4407, 5.55484,   15.820,  35.6944, 29 Jun 2023, 18:30:01
 26.4389, 5.55484,   15.683,  35.6958, 29 Jun 2023, 18:31:01
 26.4407, 5.55482,   15.906,  35.6942, 29 Jun 2023, 18:32:01
 26.4394, 5.55480,   15.847,  35.6951, 29 Jun 2023, 18:33:01
 26.4388, 5.55476,   15.825,  35.6953, 29 Jun 2023, 18:34:01
 26.4388, 5.55473,   15.818,  35.6950, 29 Jun 2023, 18:35:01
 26.4399, 5.55474,   15.966,  35.6942, 29 Jun 2023, 18:36:01
 26.4399, 5.55474,   15.818,  35.6943, 29 Jun 2023, 18:37:01
 26.4395, 5.55473,   15.834,  35.6945, 29 Jun 2023, 18:38:01
 26.4395, 5.55471,   15.770,  35.6944, 29 Jun 2023, 18:39:01
 26.4390, 5.55467,   15.858,  35.6944, 29 Jun 2023, 18:40:01
 26.4390, 5.55467,   15.984,  35.6944, 29 Jun 2023, 18:41:01
 26.4402, 5.55465,   15.885,  35.6934, 29 Jun 2023, 18:42:01
 26.4382, 5.55462,   15.694,  35.6947, 29 Jun 2023, 18:43:01
 26.4379, 5.55458,   15.741,  35.6947, 29 Jun 2023, 18:44:01
 26.4387, 5.55456,   15.717,  35.6939, 29 Jun 2023, 18:45:01
 26.4387, 5.55453,   15.780,  35.6937, 29 Jun 2023, 18:46:01
 26.4377, 5.55456,   16.005,  35.6946, 29 Jun 2023, 18:47:01
 26.4377, 5.55455,   15.746,  35.6946, 29 Jun 2023, 18:48:01
 26.4380, 5.55455,   15.861,  35.6944, 29 Jun 2023, 18:49:01
 26.4386, 5.55451,   15.588,  35.6937, 29 Jun 2023, 18:50:01
 26.4373, 5.55449,   15.930,  35.6944, 29 Jun 2023, 18:51:01
 26.4379, 5.55447,   15.746,  35.6939, 29 Jun 2023, 18:52:01
 26.4377, 5.55446,   15.705,  35.6940, 29 Jun 2023, 18:53:01
 26.4381, 5.55446,   15.996,  35.6936, 29 Jun 2023, 18:54:01
 26.4377, 5.55444,   15.953,  35.6938, 29 Jun 2023, 18:55:01
 26.4371, 5.55442,   15.791,  35.6941, 29 Jun 2023, 18:56:01
 26.4369, 5.55436,   15.762,  35.6939, 29 Jun 2023, 18:57:01
 26.4371, 5.55433,   15.976,  35.6934, 29 Jun 2023, 18:58:01
 26.4363, 5.55431,   15.897,  35.6939, 29 Jun 2023, 18:59:01
 26.4373, 5.55431,   15.764,  35.6932, 29 Jun 2023, 19:00:01
 26.4374, 5.55430,   15.780,  35.6930, 29 Jun 2023, 19:01:01
 26.4372, 5.55431,   15.739,  35.6933, 29 Jun 2023, 19:02:01
 26.4366, 5.55429,   15.712,  35.6936, 29 Jun 2023, 19:03:01
 26.4373, 5.55427,   15.712,  35.6929, 29 Jun 2023, 19:04:01
 26.4360, 5.55422,   15.662,  35.6936, 29 Jun 2023, 19:05:01
 26.4364, 5.55422,   15.762,  35.6932, 29 Jun 2023, 19:06:01
 26.4350, 5.55418,   15.766,  35.6940, 29 Jun 2023, 19:07:01
 26.4361, 5.55415,   15.732,  35.6930, 29 Jun 2023, 19:08:01
 26.4351, 5.55409,   15.800,  35.6933, 29 Jun 2023, 19:09:01
 26.4351, 5.55406,   15.807,  35.6931, 29 Jun 2023, 19:10:01
 26.4350, 5.55398,   15.491,  35.6927, 29 Jun 2023, 19:11:01
 26.4344, 5.55397,   15.671,  35.6930, 29 Jun 2023, 19:12:01
 26.4342, 5.55393,   15.624,  35.6929, 29 Jun 2023, 19:13:01
 26.4341, 5.55393,   15.791,  35.6929, 29 Jun 2023, 19:14:01
 26.4344, 5.55387,   15.726,  35.6923, 29 Jun 2023, 19:15:01
 26.4343, 5.55386,   15.716,  35.6923, 29 Jun 2023, 19:16:01
 26.4335, 5.55386,   15.802,  35.6929, 29 Jun 2023, 19:17:01
 26.4330, 5.55377,   15.592,  35.6927, 29 Jun 2023, 19:18:01
 26.4338, 5.55377,   15.752,  35.6920, 29 Jun 2023, 19:19:01
 26.4328, 5.55377,   15.725,  35.6928, 29 Jun 2023, 19:20:01
 26.4325, 5.55373,   15.716,  35.6927, 29 Jun 2023, 19:21:01
 26.4324, 5.55369,   15.628,  35.6925, 29 Jun 2023, 19:22:01
 26.4322, 5.55368,   15.682,  35.6926, 29 Jun 2023, 19:23:01
 26.4329, 5.55366,   15.721,  35.6919, 29 Jun 2023, 19:24:01
 26.4308, 5.55362,   15.642,  35.6933, 29 Jun 2023, 19:25:01
 26.4316, 5.55358,   15.631,  35.6924, 29 Jun 2023, 19:26:01
 26.4306, 5.55355,   15.816,  35.6929, 29 Jun 2023, 19:27:01
 26.4313, 5.55351,   15.559,  35.6921, 29 Jun 2023, 19:28:01
